word,groups
КОРСЕТ,"['14210738', '177658628', '17441066', '122514375']"
КОРТ,['98563228']
КОСПЛЕЙ,"['19411060', '87389018']"
КОСТ,"['194417506', '2507847', '192989008', '139382341', '175113785', '193506614', '157995766', '170312184']"
КОСТЫ,"['194417506', '2507847', '192989008', '139382341', '175113785', '193506614', '157995766', '170312184']"
КОТТЕДЖ,['53382909']
КОТТОН,['185927855']
КОУЧ,['53946739']
КОУЧИНГ,"['156073751', '53946739']"
КОФЕМАШИНА,"['165526529', '77978115']"
КОХИНХИН,['93053359']
КРАЙ,"['92950000', '42735432']"
КРАЙМ,"['24185169', '194932682']"
КРАЙСЛЕР,"['119752231', '99196487', '85336637', '185186841']"
КРАМП,"['48672195', '14521264', '159316449', '28521994', '15411424', '22213786', '8701197', '10821616', '39492097']"
КРАМПИ,"['48672195', '14521264', '159316449', '28521994', '15411424', '22213786', '8701197', '10821616', '39492097']"
КРАН,"['92115572', '49130916', '15450760']"
КРАСНЫЙ,"['64897872', '17382405']"
КРАСТ,['157719647']
КРАУДИНВЕСТИНГ,"['149191677', '164711569']"
КРАУДСОРСИНГ,['149191677']
КРАУДФАНДИНГ,"['164711569', '40098259']"
КРАУН,['59893145']
КРАУЧ,['3515109']
КРАФТ,['113003647']
КРАФТИНГ,"['74478610', '59200568']"
КРАШ,['142792097']
КРЕАТИВ,"['182674667', '12818778', '88056440', '13340749', '175564015', '42763971', '191742822']"
КРЕАТИТЬ,"['182674667', '12818778', '88056440', '13340749', '175564015', '42763971', '191742822']"
КРЕДИТ,"['181277397', '181543906', '181734895', '61782075', '27958141', '182001523', '182301045', '184215129']"
КРЕДИТНЫЙ,"['180455045', '98648430', '184215129']"
КРЕЗА,"['14940549', '122145125', '14474183', '95570873', '147927128', '188673626', '37095808']"
КРЕЗИ,"['14940549', '122145125', '14474183', '95570873', '147927128', '188673626', '37095808']"
КРЕЙЗА,"['181657855', '59185248', '157719647', '188953585', '141433197', '151125407', '139960910', '191643297']"
КРЕЙЗИ,"['181657855', '59185248', '157719647', '188953585', '141433197', '151125407', '139960910', '191643297']"
КРЕМ,"['12463426', '20471026']"
КРИВАЯ,"['59873118', '184856030', '116086071', '191325600', '215559', '165935205', '100486523', '88273780', '69003421', '147786300', '33006873', '147094616', '69576234', '131634785', '143112195', '72310262']"
КРИВЫЕ,"['59873118', '184856030', '116086071', '191325600', '215559', '165935205', '100486523', '88273780', '69003421', '147786300', '33006873', '147094616', '69576234', '131634785', '143112195', '72310262']"
КРИК,"['161698329', '107657413', '193201142', '90829140', '142852156']"
КРИКИ,"['161698329', '107657413', '193201142', '90829140', '142852156']"
КРИМ,"['141804975', '191239250']"
КРИНЖ,"['192122319', '190581185', '193241778', '182013563', '164669976', '194706090', '188667793']"
КРИНЖИТЬ,"['192122319', '190581185', '193241778', '182013563', '164669976', '194706090', '188667793']"
КРИП,"['151360047', '172112071', '36028258', '158280039', '2121082', '86665302', '179748281', '144387855', '94963989', '64204173', '123218834', '85078517', '149010115', '186721321', '126616719', '180772179', '50821388', '150875697', '49966682', '186780549']"
КРИПИ,"['151360047', '172112071', '36028258', '158280039', '2121082', '86665302', '179748281', '144387855', '94963989', '64204173', '123218834', '85078517', '149010115', '186721321', '126616719', '180772179', '50821388', '150875697', '49966682', '186780549']"
КРИПИПАСТА,['68264263']
КРИПЫ,"['151360047', '172112071', '36028258', '158280039', '2121082', '86665302', '179748281', '144387855', '94963989', '64204173', '123218834', '85078517', '149010115', '186721321', '126616719', '180772179', '50821388', '150875697', '49966682', '186780549']"
КРИСП,"['156321274', '178705206', '190267538', '52710996', '136294493', '169891890', '132209027', '178363621', '171766312']"
КРИСПИ,"['156321274', '178705206', '190267538', '52710996', '136294493', '169891890', '132209027', '178363621', '171766312']"
КРОКЕТ,['1160570']
КРОКИ,['171265332']
КРОН,['26503449']
КРОСС,"['171623517', '5287692']"
КРОССВОРД,['50895968']
КРОССДРЕССЕР,"['153764686', '170702966']"
КРОССДРЕССИНГ,['40991133']
КРОССИНГ,['190709959']
КРОССКАНТРИ,['17496428']
КРОССФИТ,"['1507126', '22277555']"
КРОУН,['34234339']
КРОУФОРДА,['25837423']
КРУИЗ,['186295507']
КРУИЗЕР,"['16518524', '39995790']"
КРЭЙЗИ,['189610798']
КРЭКЕР,['85727471']
КРЮИНГ,['115736615']
КСЕНОН,['188465790']
КУБОК,"['191048243', '155012320', '67086607', '128033123', '51812607', '77467910']"
КУИН,['73618517']
КУКИ,['73007631']
КУКОЛД,"['78287090', '75824793', '120239917']"
КУЛЕР,['128617264']
КУЛЬТУРА,['6827569']
КУЛЬТУРНЫЙ,"['35813991', '78344494', '111751633', '60067740']"
КУПЕР,"['150826205', '194235181']"
КУПОН,"['177132882', '131140283']"
КУРС,"['195490296', '92686632', '91227927', '171798090']"
КЭМЕРОН,['52265673']
КЭМП,"['4477838', '148739597', '188776848', '41184954', '1132426', '180911573', '167686824']"
КЭМПИТЬ,"['4477838', '148739597', '188776848', '41184954', '1132426', '180911573', '167686824']"
КЭНДИ,['50196030']
КЭПСИТЬ,"['5188100', '130157154', '79466623', '5240524', '42779689', '43313836']"
КЭПСЫ,"['5188100', '130157154', '79466623', '5240524', '42779689', '43313836']"
КЭШБЭК,"['190074824', '48577174']"
ЛАБРАДОР,"['36099105', '34565021']"
ЛАГЕР,['24723']
ЛАЗЕР,['14483894']
ЛАЗЕРНАЯ,"['44053674', '161754448', '71449190', '193007050']"
ЛАЗЕРТАГ,['72665986']
ЛАЙВ,"['174931918', '194333216', '58542211', '195154963', '195530463']"
ЛАЙК,"['35414373', '109847065', '132909030', '28870275', '161366875', '11270102']"
ЛАЙКРА,['153137826']
ЛАЙН,['104106422']
ЛАЙНЕР,['192069755']
ЛАЙТ,['100393104']
ЛАЙФ,"['195696279', '155463503', '192809429']"
ЛАКИ,"['20191721', '17953909', '179720527', '98080095', '57837618', '115846781', '102738659', '158260457', '95518313']"
ЛАКШЕРИ,"['184249142', '26660464']"
ЛАМА,['157686527']
ЛАМИНАТ,"['180560963', '158497736', '57723472']"
ЛАМИНИРОВАНИЕ,"['183134934', '186357893']"
ЛАНКАШИРСКИЙ,['64383740']
ЛАНЧ,['132673196']
ЛАРЕН,"['98701656', '109407729', '121236', '186294305', '34467685', '192939639', '189525750']"
ЛАРИ,"['98701656', '109407729', '121236', '186294305', '34467685', '192939639', '189525750']"
ЛАТЕКС,['157834225']
ЛАУНЖ,['180838115']
ЛАФФ,['8122233']
ЛГБТ,"['185593520', '79706455', '94141402']"
ЛЕГАЛИЗАЦИЯ,['82422805']
ЛЕГАЛИЗОВАТЬ,['82422805']
ЛЕГГИНСЫ,"['55955965', '161842764']"
ЛЕГЕН,"['192272053', '116882845', '119950514', '150045331', '55884968', '105181949', '75321278', '54591040', '106126791', '164766457', '23138384', '170568575', '104474414', '120256731', '161250183', '101824733', '1188788', '35894046', '68254170', '189674250']"
ЛЕГИ,"['192272053', '116882845', '119950514', '150045331', '55884968', '105181949', '75321278', '54591040', '106126791', '164766457', '23138384', '170568575', '104474414', '120256731', '161250183', '101824733', '1188788', '35894046', '68254170', '189674250']"
ЛЕГО,"['192272053', '116882845', '119950514', '150045331', '55884968', '105181949', '75321278', '54591040', '106126791', '164766457', '23138384', '170568575', '104474414', '120256731', '161250183', '101824733', '1188788', '35894046', '68254170', '189674250']"
ЛЕДИ,"['17204449', '14148503', '72972127', '122455412', '137021406', '139089782', '113259278']"
ЛЕЙБЛ,"['186046773', '178966875', '98463152', '72794336', '157771538']"
ЛЕЙБЛЫ,"['186046773', '178966875', '98463152', '72794336', '157771538']"
ЛЕЙТ,['189582096']
ЛЕЙТЕНАНТ,['30831324']
ЛЕКЦИЯ,"['193092371', '193093970', '193094202']"
ЛЕНД,"['119826442', '143761948', '172918129', '67177446', '22073361', '174565673', '32409346', '83647738', '154242522', '142930325', '159994811', '56315733', '139854830', '140084302', '119826462']"
ЛЕНДИНГ,"['175273863', '194467819']"
ЛЕНДО,"['119826442', '143761948', '172918129', '67177446', '22073361', '174565673', '32409346', '83647738', '154242522', '142930325', '159994811', '56315733', '139854830', '140084302', '119826462']"
ЛЕНИ,"['139740824', '79756393', '39406758']"
ЛЕТ!,['38887935']
ЛИБЕРАЛЬНАЯ,"['185829323', '164239893']"
ЛИВЕЙ,"['55849790', '168260922', '189813647', '13627235']"
ЛИВЕР,"['148779472', '25925841', '175337103', '343342', '187182866', '175241882', '3164425', '5437583']"
ЛИВЕРИ,"['148779472', '25925841', '175337103', '343342', '187182866', '175241882', '3164425', '5437583']"
ЛИГА,"['88165975', '142779257', '184938444', '29484355', '15375430', '82556059', '111116193', '51812607', '138587909']"
ЛИДЕР,"['19825908', '154549313']"
ЛИМОН,"['8091320', '195322809']"
ЛИНДИ,"['11768663', '153861343', '3791885']"
ЛИНЗА,"['188465790', '84817365']"
ЛИНИИ,"['191169968', '27280003', '93717820', '43189072', '92456358', '20654497', '181740606', '147237165', '147675015', '170535481', '12888908', '115987924', '103462819', '38573790', '160702956', '41279659', '85027289', '172145574', '107373717', '171585042']"
ЛИНИЯ,"['191169968', '27280003', '93717820', '43189072', '92456358', '20654497', '181740606', '147237165', '147675015', '170535481', '12888908', '115987924', '103462819', '38573790', '160702956', '41279659', '85027289', '172145574', '107373717', '171585042']"
ЛИНК,"['41492442', '104500487', '181259595', '79706479', '17619768', '68062197', '153789029', '101601272', '174796718']"
ЛИНКИ,"['41492442', '104500487', '181259595', '79706479', '17619768', '68062197', '153789029', '101601272', '174796718']"
ЛИНКОЛЬН,['73208155']
ЛИНКС,['134652144']
ЛИНОЛЕУМ,"['180560963', '158497736', '57723472']"
ЛИНУКС,['79265021']
ЛИНЬ,"['191169968', '27280003', '93717820', '43189072', '92456358', '20654497', '181740606', '147237165', '147675015', '170535481', '12888908', '115987924', '103462819', '38573790', '160702956', '41279659', '85027289', '172145574', '107373717', '171585042']"
ЛИПОМОДЕЛИРОВАНИЕ,['183664096']
ЛИПОСАКЦИЯ,"['24480354', '153173065', '183664096']"
ЛИПОФИЛИНГ,['183664096']
ЛИРОЙ,['54043542']
ЛИСТ,"['6545375', '160344045', '78910030', '35265503', '170552555', '135253424']"
ЛИТЕРАТУРА,['38683579']
ЛИТЛ,['37085110']
ЛИФО,"['176922961', '174528237']"
ЛИФТИНГ,"['31254389', '14483894', '169666121']"
ЛИЦОМ,['106280495']
ЛЛОЙД,"['84064574', '39035028', '177563598', '63512110']"
ЛЛОЙДА,"['84064574', '39035028', '177563598', '63512110']"
ЛОАДИТЬ,['190285942']
ЛОББИ,"['80558321', '145900114', '149653707']"
ЛОГИСТИКА,['95811468']
ЛОГО,"['165852117', '109728554']"
ЛОГОТИП,"['184936979', '185678921', '185976145']"
ЛОКЕЙШН,['130748088']
ЛОКИ,['5422581']
ЛОКИНГ,"['14521264', '7566530', '22213786', '100551239']"
ЛОНГ,"['160189295', '148816134', '167367178', '45733941', '19947779', '192375335', '31240219', '39822960', '22516443', '29411477', '94695077', '193373963', '129356262', '18421534', '49537245', '23337357', '33469766', '61951703', '192190115', '77081271']"
ЛОНГБОРД,"['52963027', '182875200', '131588765', '100527561']"
ЛОНГИ,"['160189295', '148816134', '167367178', '45733941', '19947779', '192375335', '31240219', '39822960', '22516443', '29411477', '94695077', '193373963', '129356262', '18421534', '49537245', '23337357', '33469766', '61951703', '192190115', '77081271']"
ЛОНДОН,"['50580086', '58644325']"
ЛОФЕР,"['93493274', '75784868', '67412043', '69970347', '146654766', '88756847', '36643870']"
ЛОФЕРЫ,"['93493274', '75784868', '67412043', '69970347', '146654766', '88756847', '36643870']"
ЛОФТ,"['145962944', '35273374']"
ЛОЧИТЬ,['5422581']
ЛОЯЛЬНОСТИ,"['162043968', '3929094']"
ЛУДОМАН,['190047736']
ЛУЗЕР,['14067253']
ЛУКИЗМ,['66382936']
ЛУНА,"['62042553', '48357019', '166831233', '168176493', '175595884', '111912889', '179328854', '189995174', '43368394', '98266966', '194121799', '66291360', '56704437', '100517710', '23513843', '157545927', '153253082', '151917935', '116749721', '84002433']"
ЛУНИ,"['62042553', '48357019', '166831233', '168176493', '175595884', '111912889', '179328854', '189995174', '43368394', '98266966', '194121799', '66291360', '56704437', '100517710', '23513843', '157545927', '153253082', '151917935', '116749721', '84002433']"
ЛУННЫЙ,"['62042553', '48357019', '166831233', '168176493', '175595884', '111912889', '179328854', '189995174', '43368394', '98266966', '194121799', '66291360', '56704437', '100517710', '23513843', '157545927', '153253082', '151917935', '116749721', '84002433']"
ЛУЧШИЙ,"['48117667', '29316144', '38683579']"
МЁРФИ,['169845681']
МАВЕРИК,"['108980851', '149189705', '30358604']"
МАГНЕТО,['134668580']
МАГНЕТРОН,['111621075']
МАГНИТНЫЙ,['25100243']
МАГНИТОФОН,['25100243']
МАДЖЕСТИК,['194814817']
МАЖОР,"['17849601', '14392583']"
МАЗЕР,['50093904']
МАЙЕР,['193792310']
МАЙЛО,"['28784082', '169845681']"
МАЙНИНГ,"['158164160', '146815119', '194735161', '160079947']"
МАКДОНАЛЬДС,['96557075']
МАКНАГГЕТС,['15966181']
МАКНАГГЕТСЫ,['15966181']
МАКРОЭКОНОМИКА,['58924694']
МАКС,"['135209264', '147732343', '86207479', '73427805', '45776', '158045501', '112398349', '27112805', '153076318', '158077232', '179466845']"
МАКСВЕЛЛ,['190294603']
МАКСИ,['160402591']
МАКСИМ,"['135209264', '147732343', '86207479', '73427805', '45776', '158045501', '112398349', '27112805', '153076318', '158077232', '179466845']"
МАКФАК,['117756']
МАЛЬБОРО,['4188245']
МАМА,"['36857673', '42643879', '17577887']"
МАММОПЛАСТИКА,"['24480354', '121403770']"
МАНА,"['191427058', '146006276', '154162737', '29324378', '33598391', '128672798', '16411709']"
МАНАГЕР,['183983074']
МАНГА,"['75701575', '164893613']"
МАНЕКЕН,"['188203178', '2715768', '92455121', '22638561', '11912405', '176053173', '93163221', '70219767', '21312463', '189343872']"
МАНИ,"['191427058', '146006276', '154162737', '29324378', '33598391', '128672798', '16411709']"
МАНИМЕЙКЕР,['174931918']
МАНИПУЛЯТОР,"['49130916', '162264383']"
МАНКИ,"['188203178', '2715768', '92455121', '22638561', '11912405', '176053173', '93163221', '70219767', '21312463', '189343872']"
МАНХЕТТЕН,"['194255347', '13135826', '64208637', '162547813', '28889116', '3282401', '38744600', '146337442', '170973228']"
МАНХЭТТЕН,"['194255347', '13135826', '64208637', '162547813', '28889116', '3282401', '38744600', '146337442', '170973228']"
МАНЧЕСТЕР,"['118703168', '39857958', '19125175', '65947471', '55267982', '98487526', '4487', '74213145']"
МАНЧЕСТЕРСКАЯ,"['69793204', '180758825']"
МАНЧЕСТЕРСКИЙ,"['69793204', '180758825']"
МАППЕТ,"['39699362', '185213968', '192881892', '136805823', '37955686', '276339', '38172995']"
МАППЕТЫ,"['39699362', '185213968', '192881892', '136805823', '37955686', '276339', '38172995']"
МАППИНГ,['147326126']
МАРБЛС,['165838762']
МАРВЕЛ,"['172846977', '194170150', '110177425']"
МАРГИНАЛ,['164239893']
МАРК,"['193792310', '57006401', '33002945']"
МАРКЁР,"['119423214', '138960102', '16508165', '119370330', '90430961', '32266014', '49819434']"
МАРКЕР,"['119423214', '138960102', '16508165', '119370330', '90430961', '32266014', '49819434']"
МАРКЕТ,"['141452281', '93233894', '107418553']"
МАРКЕТИНГ,"['165954705', '60072709', '14899079', '74401958', '19542789', '168105480']"
